,Sex,Age,EducationLevel,HouseholdPosition,HouseholdSize,Country,EconomicStatus,CurEcoActivity,MaritalStatus,Occupation
57711,1,22,4,2,6,1,1,6,2,1
57712,1,27,4,6,4,1,1,1,1,0
57713,2,32,6,5,1,1,1,5,1,0
57714,1,22,2,2,3,1,1,3,2,1
57715,2,18,2,7,2,1,1,9,1,1
57716,1,37,2,8,2,1,2,11,1,0
57717,1,32,6,2,4,1,1,5,2,0
57718,2,18,4,1,2,1,1,4,1,1
57719,1,42,4,5,1,1,1,10,4,0
57720,2,18,4,2,5,1,1,1,2,1
57721,1,18,4,1,2,1,3,2,1,0
57722,1,42,3,3,2,1,1,2,2,0
57723,1,22,6,2,4,1,1,4,2,0
57724,2,32,2,2,4,1,2,1,2,0
57725,2,16,6,4,4,1,1,2,1,0
57726,2,32,4,2,4,1,1,3,2,1
57727,1,37,3,3,2,1,1,1,2,1
57728,1,32,6,2,3,1,1,5,2,0
57729,1,37,4,3,2,1,1,3,2,1
57730,1,18,3,5,1,1,1,1,1,0
57731,2,27,3,2,4,3,1,5,2,0
57732,2,22,6,7,2,1,1,3,1,0
57733,1,42,4,3,2,1,1,12,2,0
57734,1,37,6,1,2,1,1,8,4,0
57735,2,22,6,2,4,1,1,5,2,0
57736,1,21,4,2,5,1,1,4,2,0
57737,1,37,4,2,3,1,1,8,2,0
57738,1,21,4,5,1,1,1,9,1,1
57739,1,22,4,2,5,1,2,11,2,0
57740,1,21,6,2,4,1,1,2,2,0
57741,2,22,3,2,5,1,1,2,2,1
57742,2,32,6,5,1,1,1,5,1,0
57743,2,16,3,4,4,1,1,1,1,1
57744,2,27,3,7,3,3,1,3,1,1
57745,2,32,4,2,4,1,1,3,2,1
57746,2,16,6,1,2,1,1,2,1,1
57747,1,18,4,3,4,3,2,9,2,0
57748,1,21,6,2,3,1,1,12,2,0
57749,2,37,4,5,1,1,1,1,4,1
57750,1,18,4,1,2,2,1,9,1,1
57751,2,16,4,4,3,1,1,7,1,1
57752,2,22,3,7,2,1,1,12,4,1
57753,2,21,5,7,2,1,1,6,1,1
57754,2,16,6,5,1,1,1,3,1,0
57755,2,21,5,2,6,1,1,4,2,1
57756,1,32,3,2,3,1,1,5,2,1
57757,1,27,6,6,5,1,2,2,1,0
57758,1,27,3,2,6,1,1,4,2,1
57759,2,37,2,3,3,1,1,2,2,1
57760,1,37,4,5,1,1,1,8,4,0
57761,2,37,6,2,4,1,1,3,2,1
57762,2,32,6,2,4,1,2,3,2,0
57763,1,37,3,2,3,1,1,12,2,1
57764,1,27,4,2,6,1,1,7,2,1
57765,2,16,4,8,3,1,1,2,1,1
57766,2,21,6,2,5,1,1,3,2,0
57767,1,47,4,3,2,1,1,7,2,1
57768,1,27,4,2,4,1,1,12,2,0
57769,1,42,2,3,2,1,2,4,2,0
57770,2,21,4,1,2,1,1,4,1,1
57771,2,21,6,4,2,1,1,2,1,0
57772,2,27,4,2,4,1,1,8,2,1
57773,1,21,3,5,1,1,1,4,1,0
57774,1,21,4,2,3,1,1,2,2,0
57775,1,27,6,5,1,1,1,6,1,0
57776,1,21,4,5,1,3,1,9,2,1
57777,2,27,6,5,1,1,1,6,4,0
57778,2,59,3,4,5,1,3,1,1,1
57779,1,16,2,2,6,2,1,11,2,1
57780,1,32,3,8,2,1,2,11,1,0
57781,1,47,1,5,1,1,2,2,1,1
57782,2,59,3,4,4,1,3,1,1,1
57783,2,18,4,1,2,1,2,2,1,0
57784,1,42,6,3,2,1,1,5,2,0
57785,2,27,5,2,4,1,1,6,2,1
57786,1,37,4,2,3,1,1,12,2,1
57787,1,37,4,3,2,1,1,3,2,0
57788,2,21,3,2,4,1,2,9,2,0
57789,2,16,3,4,4,1,1,9,1,1
57790,1,16,4,4,4,1,3,1,1,1
57791,2,18,4,2,3,1,1,2,2,1
57792,2,18,5,6,3,1,1,3,1,1
57793,2,16,6,1,2,1,3,5,1,0
57794,2,27,5,1,2,1,1,2,4,1
57795,2,42,6,3,2,1,1,5,2,0
57796,2,21,4,8,2,1,1,1,1,1
57797,1,21,3,2,6,1,2,11,2,0
57798,2,37,6,1,2,1,1,5,4,0
57799,2,22,4,2,5,1,1,7,2,1
57800,1,21,6,1,2,1,1,4,1,0
57801,1,42,5,3,2,1,1,4,2,1
57802,2,32,4,2,4,1,1,3,2,1
57803,1,32,4,2,4,1,1,4,2,0
57804,2,42,4,3,2,1,1,4,2,1
57805,1,42,3,2,3,1,2,1,2,0
57806,1,59,2,4,6,1,3,1,1,1
57807,1,32,6,2,5,1,1,5,2,0
57808,2,18,4,3,2,1,1,8,2,1
57809,1,42,6,3,2,2,1,4,2,1
57810,2,59,4,4,3,1,1,1,1,1
57811,1,27,3,2,5,1,2,7,2,0
57812,2,22,5,2,4,3,1,5,2,0
57813,2,47,3,3,2,1,2,11,2,0
57814,1,59,3,4,4,1,1,12,1,1
57815,2,59,3,4,3,3,3,1,1,1
57816,1,32,3,3,2,1,1,4,2,1
57817,1,37,3,3,2,1,1,4,2,1
57818,1,21,6,2,3,1,1,4,2,0
57819,1,18,6,6,3,2,1,1,1,1
57820,1,59,2,4,3,1,3,1,1,1
57821,2,32,4,5,1,1,2,3,4,0
57822,2,37,3,2,3,1,1,12,2,1
57823,2,32,4,3,2,1,1,6,2,1
57824,2,18,4,6,3,1,1,1,1,1
57825,1,37,3,3,2,1,1,4,2,0
57826,1,22,5,2,6,1,2,11,2,0
57827,2,27,2,6,5,1,1,1,4,1
57828,2,22,6,2,4,2,1,1,2,0
57829,1,37,4,3,2,1,1,4,2,0
57830,1,22,3,2,4,1,1,2,2,1
57831,1,32,4,2,3,1,1,9,2,0
57832,2,37,4,5,1,1,1,2,4,1
57833,1,18,4,3,2,2,1,7,2,1
57834,2,22,4,2,5,1,1,1,2,1
57835,2,18,6,5,1,1,1,5,1,0
57836,2,22,3,2,4,1,1,5,2,1
57837,1,21,4,2,3,1,1,1,2,0
57838,1,42,4,3,2,1,2,12,2,0
57839,1,27,6,2,5,1,1,3,2,0
57840,2,18,6,5,1,1,1,2,4,1
57841,1,21,4,2,4,1,1,1,2,1
57842,1,32,3,8,2,1,1,12,1,1
57843,1,32,2,4,5,1,1,12,4,1
57844,2,42,3,3,2,1,1,1,2,1
57845,1,16,3,4,4,1,1,9,1,1
57846,2,32,4,3,2,1,1,1,2,1
57847,1,32,4,2,3,1,2,11,2,0
57848,1,22,6,2,3,1,1,2,2,0
57849,2,16,4,5,1,1,3,4,1,1
57850,1,32,3,5,1,1,1,2,1,0
57851,2,21,6,2,4,1,1,5,2,0
57852,2,27,6,3,2,1,1,5,2,0
57853,1,27,2,2,5,1,1,1,2,1
57854,2,21,6,2,3,1,1,1,2,1
57855,2,42,4,1,2,1,1,2,1,1
57856,2,37,4,2,3,1,1,8,2,1
57857,1,47,3,3,2,1,1,2,2,1
57858,1,27,6,2,5,1,1,4,2,0
57859,1,59,3,4,5,1,3,9,1,1
57860,1,27,6,2,5,1,1,2,2,1
57861,2,18,4,3,2,1,2,8,2,0
57862,2,27,3,2,4,1,1,2,2,1
57863,2,22,4,2,4,3,1,12,2,1
57864,1,59,4,4,4,1,1,9,1,1
57865,1,22,6,1,2,1,1,8,1,0
57866,2,21,4,6,4,1,1,4,1,0
57867,1,37,5,2,4,3,1,4,2,0
57868,2,27,4,3,2,1,1,1,2,1
57869,2,16,6,3,2,1,3,2,2,1
57870,2,59,3,4,5,1,3,3,1,1
57871,2,32,4,2,3,1,1,4,2,1
57872,2,42,3,3,2,1,1,1,2,1
57873,1,32,3,2,3,3,2,9,2,0
57874,1,22,2,6,4,3,1,2,1,1
57875,1,42,6,2,4,1,1,2,2,0
57876,1,27,2,5,1,1,1,4,1,1
57877,2,22,4,2,4,1,1,1,2,1
57878,2,16,6,1,2,1,1,2,1,0
57879,2,22,4,2,4,1,1,1,2,1
57880,2,32,3,2,3,1,2,11,2,0
57881,1,32,3,4,2,1,1,10,1,1
57882,2,42,4,7,2,1,1,7,3,1
57883,2,47,6,3,2,1,1,2,2,0
57884,1,37,3,2,4,1,1,6,2,1
57885,1,42,2,2,3,1,1,1,2,1
57886,2,32,4,5,1,3,1,3,4,1
57887,2,18,2,1,2,1,1,1,1,1
57888,1,21,6,6,3,1,1,2,1,0
57889,2,32,6,2,4,1,1,3,2,0
57890,1,27,4,2,4,1,1,4,2,0
57891,2,21,6,7,2,1,1,2,1,1
57892,1,27,6,2,6,1,1,1,2,1
57893,1,22,3,6,3,1,1,11,4,1
57894,1,27,2,2,5,2,1,9,2,1
57895,2,21,4,2,3,2,1,1,2,1
57896,2,27,6,2,4,1,1,5,2,0
57897,1,16,4,1,2,1,1,9,1,1
57898,2,42,2,3,2,1,1,3,2,1
57899,1,22,4,2,5,1,1,10,2,0
57900,1,32,4,2,4,1,1,12,2,1
57901,1,21,5,2,4,1,1,4,2,1
57902,2,27,3,2,4,1,1,5,2,1
57903,2,22,6,2,4,1,1,5,2,0
57904,2,18,4,1,2,1,1,10,1,1
57905,2,18,6,2,3,3,1,5,2,0
57906,1,21,6,2,3,1,1,2,2,0
57907,1,37,6,3,2,1,1,10,2,0
57908,2,21,4,6,3,2,1,1,1,1
57909,1,16,4,4,3,1,1,2,1,0
57910,1,16,3,4,4,1,3,7,1,1
57911,2,18,4,2,4,1,1,1,2,1
57912,1,16,2,4,4,1,1,9,1,1
57913,2,27,2,2,4,1,1,1,2,1
57914,2,21,4,2,4,1,1,3,2,1
57915,1,21,3,2,4,1,1,6,2,1
57916,2,32,3,2,4,1,1,1,2,1
57917,2,32,4,2,4,2,1,3,2,1
57918,1,27,6,2,5,1,1,5,2,0
57919,2,21,3,2,5,1,1,1,2,1
57920,2,16,4,4,5,1,3,5,1,0
57921,1,37,4,3,2,1,2,1,2,0
57922,2,32,6,8,2,2,1,1,1,1
57923,1,42,6,3,2,1,1,2,2,0
57924,1,42,6,3,2,1,1,12,2,0
57925,1,32,5,2,6,1,1,6,2,0
57926,1,59,4,5,1,1,3,1,1,1
57927,2,42,6,2,3,1,1,3,2,0
57928,2,59,3,4,4,3,1,1,1,1
57929,2,42,4,3,2,1,1,7,2,1
57930,1,27,4,2,4,1,1,7,2,0
57931,1,21,6,6,3,1,1,2,1,0
57932,2,22,4,3,2,1,1,3,2,1
57933,2,32,3,2,4,1,1,9,2,1
57934,2,32,3,2,3,1,1,3,2,0
57935,1,42,3,5,1,3,1,2,4,1
57936,1,32,4,5,1,1,1,5,1,1
57937,1,42,6,3,2,1,1,6,2,0
57938,1,27,6,2,4,1,1,6,2,0
57939,2,32,3,2,3,1,1,2,2,1
57940,1,37,6,5,1,1,1,5,1,0
57941,1,27,4,3,2,1,1,7,2,0
57942,2,18,5,3,2,1,1,1,2,1
57943,2,32,6,2,4,1,1,3,2,1
57944,2,42,6,5,1,1,1,5,1,0
57945,1,27,5,2,5,1,2,2,2,0
57946,2,37,6,2,4,1,1,2,2,0
57947,1,32,3,2,4,1,2,4,2,0
57948,2,27,4,2,3,1,1,4,2,1
57949,2,16,4,5,1,1,1,2,1,1
57950,2,32,4,2,3,2,1,9,2,1
57951,1,59,3,4,5,1,3,8,1,1
57952,2,22,4,2,4,1,1,3,2,1
57953,1,21,6,6,3,1,1,2,1,0
57954,1,18,3,2,3,1,1,12,2,0
57955,2,27,3,2,5,1,1,1,2,1
57956,1,22,6,2,4,1,1,3,2,0
57957,2,21,4,7,3,3,1,4,1,1
57958,1,21,6,2,3,2,1,8,2,0
57959,1,37,6,2,3,1,1,3,2,0
57960,1,37,6,2,3,1,1,5,2,0
57961,1,37,6,3,2,1,1,4,2,0
57962,2,21,4,2,4,2,1,3,2,1
57963,1,59,3,4,5,1,1,1,1,1
57964,1,59,2,4,5,1,3,1,1,1
57965,1,59,3,4,4,1,3,1,1,1
57966,2,22,3,2,4,1,1,1,2,1
57967,1,22,4,2,3,1,1,12,2,1
57968,2,42,1,2,3,1,1,2,2,1
57969,1,32,6,2,3,1,1,2,2,0
57970,2,37,6,3,2,1,1,3,2,1
57971,2,27,6,6,3,1,1,6,1,0
57972,1,32,6,2,5,1,1,8,2,0
57973,2,27,4,2,4,1,1,8,2,0
57974,1,21,6,6,3,1,1,2,1,0
57975,2,21,3,2,4,1,1,4,2,1
57976,2,16,6,4,3,1,1,5,1,0
57977,1,22,5,2,3,2,1,2,2,0
57978,2,22,4,2,4,1,1,3,2,0
57979,2,21,4,7,2,2,1,3,4,1
57980,1,27,6,5,1,1,1,1,4,0
57981,1,21,4,3,2,1,1,2,2,1
57982,2,21,5,6,3,1,1,8,1,0
57983,2,16,3,4,4,1,1,1,1,1
57984,2,27,3,2,5,1,1,9,2,1
57985,2,18,6,5,1,1,1,1,1,1
57986,2,22,4,3,2,1,1,4,2,1
57987,1,22,4,6,4,1,1,10,1,0
57988,1,37,4,5,1,1,1,4,1,0
57989,2,37,6,2,3,1,1,5,2,0
57990,1,32,6,2,4,1,1,5,2,0
57991,1,32,4,2,3,1,2,1,2,0
57992,1,27,3,2,4,1,1,2,2,0
57993,2,27,6,6,3,1,1,7,1,0
57994,1,22,4,3,2,1,1,4,2,0
57995,1,42,4,3,2,3,1,6,2,1
57996,2,27,2,2,4,1,2,2,2,0
57997,2,32,3,1,2,1,1,4,4,1
57998,2,37,2,5,1,1,1,4,4,1
57999,1,27,4,2,5,1,1,4,2,1
58000,2,22,4,7,3,1,1,3,4,1
58001,1,42,6,5,1,1,1,8,4,0
58002,2,22,5,3,2,1,1,1,2,1
58003,1,21,4,5,1,1,1,2,1,0
58004,1,22,4,5,1,1,2,11,1,0
58005,2,16,2,1,2,1,1,9,1,1
58006,1,22,4,3,2,1,1,6,2,1
58007,1,22,4,2,4,1,1,1,2,1
58008,1,21,6,2,4,1,1,4,2,1
58009,2,42,3,2,3,1,2,11,2,0
58010,1,16,3,4,3,1,1,9,1,1
58011,1,27,6,2,4,1,1,5,2,0
58012,2,18,3,2,3,1,1,1,2,1
58013,2,22,4,2,3,1,1,6,2,1
58014,1,32,6,2,5,1,1,6,2,0
58015,1,59,3,4,4,1,3,1,1,1
58016,2,32,4,2,3,1,1,3,2,1
58017,1,27,4,2,4,1,1,1,2,0
58018,2,27,4,2,4,1,1,3,2,1
58019,2,21,6,5,1,1,1,10,2,0
58020,1,22,4,4,3,1,2,11,1,0
58021,1,21,4,2,4,1,1,2,2,1
58022,1,59,3,4,4,1,1,9,1,1
58023,1,32,2,2,4,1,2,11,2,0
58024,2,22,5,2,5,1,1,3,2,1
58025,2,16,4,1,2,1,1,1,1,1
58026,1,16,3,4,4,1,1,7,1,1
58027,2,37,5,1,2,1,1,6,1,1
58028,1,22,6,2,3,1,2,11,2,0
58029,2,16,6,4,4,3,1,9,1,1
58030,1,16,3,4,4,1,1,2,1,1
58031,1,42,4,3,2,1,1,1,2,1
58032,2,22,6,2,4,1,1,8,2,1
58033,2,22,4,2,3,1,1,6,2,1
58034,1,22,4,2,4,1,1,1,2,0
58035,1,22,6,2,3,1,1,2,2,0
58036,1,37,3,2,4,1,1,5,2,1
58037,2,32,5,4,2,1,1,1,1,1
58038,2,22,3,6,5,1,1,1,4,1
58039,2,22,3,2,4,1,1,12,2,1
58040,2,37,2,5,1,1,1,3,4,1
58041,2,21,4,2,3,1,1,3,2,0
58042,1,42,6,3,2,1,1,5,2,0
58043,1,27,6,2,6,1,1,2,2,0
58044,2,21,6,1,2,1,1,2,1,1
58045,1,37,6,2,3,1,2,2,2,0
58046,2,18,4,1,2,1,1,2,1,1
58047,2,59,2,4,3,1,3,3,1,1
58048,2,21,4,3,2,1,1,1,2,1
58049,2,21,4,2,4,1,1,1,2,0
58050,2,27,4,2,4,1,1,10,2,1
58051,1,16,4,4,4,1,3,9,1,1
58052,2,37,6,2,5,1,1,5,2,0
58053,1,21,4,3,2,1,1,2,2,0
58054,1,22,2,1,2,1,1,4,1,1
58055,2,18,4,2,3,3,1,2,2,0
58056,2,27,3,2,3,1,1,7,2,1
58057,1,47,3,3,3,1,2,11,2,0
58058,2,27,4,2,4,1,1,3,2,0
58059,1,22,6,2,5,1,1,1,2,0
58060,1,52,6,3,2,1,1,2,2,0
58061,1,22,3,6,4,1,1,4,4,0
58062,1,59,4,4,5,1,3,2,1,1
58063,2,59,3,4,4,1,3,9,1,1
58064,2,22,5,2,4,1,1,3,2,1
58065,2,18,4,3,2,1,1,7,2,1
58066,1,42,2,3,2,2,1,5,2,1
58067,1,42,2,3,2,1,1,4,2,1
58068,1,42,6,3,2,1,1,2,2,0
58069,1,22,3,4,3,1,1,4,1,1
58070,2,37,4,3,2,1,1,4,2,1
58071,1,18,6,5,1,1,1,2,1,0
58072,1,18,6,1,2,1,1,1,1,0
58073,1,18,4,8,3,1,2,1,1,0
58074,2,22,4,2,4,1,1,2,2,1
58075,2,22,4,2,3,1,2,11,2,1
58076,1,42,4,3,2,1,1,6,2,0
58077,1,18,4,1,2,1,1,1,1,0
58078,1,37,6,3,2,1,1,5,2,0
58079,1,18,4,3,2,1,1,12,2,0
58080,1,22,3,5,1,1,2,1,4,0
58081,1,37,4,2,4,1,1,1,2,0
58082,1,37,4,2,3,1,1,2,2,0
58083,2,42,2,3,2,1,1,7,2,0
58084,1,18,4,3,2,1,1,2,2,1
58085,1,59,3,4,2,1,1,2,1,1
58086,2,16,4,4,3,1,2,1,1,0
58087,1,21,6,2,3,1,1,3,2,0
58088,1,21,4,3,2,1,1,12,2,0
58089,1,16,4,4,5,1,2,11,1,0
58090,2,21,4,6,3,1,1,2,1,1
58091,2,27,4,7,3,1,1,6,1,1
58092,1,32,6,2,5,1,1,5,2,0
58093,2,18,4,7,2,1,1,7,1,1
58094,1,18,6,1,2,1,1,1,1,0
58095,1,22,1,1,2,1,2,11,1,0
58096,1,21,6,2,4,1,1,4,2,1
58097,1,16,4,4,2,1,3,1,1,1
58098,2,27,6,2,5,1,1,5,2,0
58099,1,22,6,2,4,1,1,10,2,0
58100,1,16,4,5,1,1,3,9,1,1
58101,2,21,6,2,3,1,1,7,2,1
58102,1,32,3,2,4,1,1,12,2,0
58103,2,32,3,2,4,1,1,6,2,1
58104,1,18,4,2,3,1,1,3,2,0
58105,1,32,6,2,3,1,1,3,2,0
58106,1,42,6,5,1,1,1,3,1,0
58107,1,32,4,2,5,1,1,6,2,1
58108,2,42,2,3,2,1,1,3,2,1
58109,2,18,3,1,2,1,1,5,1,1
58110,1,37,6,6,4,1,1,2,4,0
58111,2,18,3,1,2,1,1,9,1,1
58112,1,22,4,2,4,1,1,1,2,1
58113,1,18,6,2,3,1,1,7,2,0
58114,2,37,4,1,2,1,1,3,1,1
58115,1,32,6,2,3,1,1,2,2,0
58116,2,32,3,3,2,1,1,7,2,1
58117,2,21,6,1,2,2,2,2,4,0
58118,2,37,3,7,3,1,1,2,4,1
58119,1,37,4,5,1,1,1,2,3,0
58120,2,32,6,2,4,1,2,3,2,0
58121,2,18,4,3,2,1,1,6,2,1
58122,2,37,3,2,3,1,1,1,2,1
58123,1,27,3,2,3,1,1,4,2,0
58124,1,21,6,2,3,1,1,2,2,0
58125,2,22,2,2,4,1,1,3,2,1
58126,1,18,2,2,3,1,1,12,2,1
58127,2,42,3,5,1,1,1,2,4,1
58128,1,37,3,3,2,1,1,12,2,0
58129,2,18,4,2,4,1,1,4,2,1
58130,1,32,4,2,3,1,1,1,2,0
58131,2,18,2,6,3,1,1,8,1,1
58132,1,22,6,2,4,1,1,8,2,0
58133,2,22,4,2,3,1,1,10,2,1
58134,2,21,6,3,2,1,1,6,2,0
58135,1,32,6,2,4,1,1,6,2,0
58136,2,22,6,2,3,1,1,3,2,1
58137,1,18,6,1,2,1,1,1,1,0
58138,2,42,6,3,2,1,1,5,2,0
58139,2,18,3,7,2,1,1,9,1,1
58140,1,22,3,5,1,2,1,1,1,1
58141,1,32,3,2,4,1,1,6,2,0
58142,1,32,6,2,4,1,1,6,2,0
58143,1,16,3,5,1,1,1,2,1,1
58144,2,32,4,3,2,1,1,3,2,1
58145,2,21,6,5,1,1,1,5,4,0
58146,2,32,5,1,2,1,1,5,1,1
58147,2,21,5,6,3,1,1,2,1,1
58148,2,59,3,4,5,1,3,2,1,1
58149,2,59,3,4,6,1,1,2,1,1
58150,1,52,4,5,1,1,2,1,4,0
58151,1,22,6,2,4,1,1,10,2,0
58152,2,21,6,2,4,1,2,2,2,0
58153,1,32,4,2,5,1,1,6,2,0
58154,1,37,3,2,3,1,1,4,2,1
58155,1,32,6,2,5,1,1,5,2,0
58156,1,37,6,2,4,1,1,5,2,0
58157,1,22,4,2,4,1,2,12,2,0
58158,1,22,6,2,5,1,1,2,2,0
58159,1,16,2,4,5,1,1,7,1,1
58160,2,27,4,7,4,1,1,4,1,0
58161,2,22,6,7,3,1,1,8,4,0
58162,1,16,4,4,3,1,1,2,1,0
58163,1,18,4,1,2,1,3,2,1,1
58164,2,59,3,4,4,1,1,9,1,1
58165,2,27,4,1,2,1,1,3,2,1
58166,1,42,2,7,2,1,1,9,4,1
58167,1,18,4,1,2,1,1,4,1,1
58168,2,27,2,2,3,1,2,9,2,0
58169,1,21,4,3,2,1,1,1,2,1
58170,1,47,4,3,2,1,2,11,2,0
58171,1,27,4,2,4,1,1,4,2,0
58172,2,22,3,3,2,1,1,1,2,1
58173,2,22,4,6,4,1,1,2,1,1
58174,1,22,6,3,3,3,1,1,2,0
58175,2,27,3,2,4,1,1,4,2,1
58176,1,47,3,3,2,1,1,4,2,1
58177,1,16,4,5,1,1,3,7,1,1
58178,1,37,2,2,3,1,1,7,2,0
58179,1,32,6,5,1,1,1,6,4,0
58180,2,27,4,2,4,1,1,7,2,1
58181,1,27,3,1,2,1,1,1,1,0
58182,2,32,4,2,4,1,1,5,2,1
58183,1,37,4,2,3,1,1,4,2,0
58184,2,22,3,2,5,1,1,7,2,1
58185,1,37,3,2,3,1,1,4,2,1
58186,1,42,6,3,2,1,1,4,2,0
58187,1,27,6,5,1,1,1,5,1,0
58188,1,21,3,3,2,1,1,4,2,1
58189,1,47,6,3,2,1,1,5,2,0
58190,1,27,6,6,4,1,1,2,1,0
58191,2,22,5,5,1,1,1,2,1,1
58192,1,37,4,5,1,1,1,4,4,0
58193,1,42,3,2,3,1,1,4,2,1
58194,1,27,6,5,1,1,1,1,1,0
58195,1,16,4,4,4,1,3,1,1,1
58196,2,21,3,1,2,1,1,11,1,1
58197,2,27,5,1,2,1,1,5,1,0
58198,2,16,4,5,1,1,3,1,1,0
58199,1,37,4,2,6,1,2,11,2,0
58200,1,21,3,2,3,1,1,4,2,0
58201,2,18,3,2,3,2,1,9,2,1
58202,2,22,3,2,4,1,1,4,2,1
58203,2,21,4,2,4,1,1,1,2,1
58204,2,32,6,7,4,2,1,5,4,0
58205,2,21,4,6,4,1,1,1,1,1
58206,1,42,3,3,3,1,1,4,2,1
58207,1,27,4,2,4,1,1,6,2,1
58208,1,18,3,6,3,1,1,2,1,1
58209,2,32,3,3,3,3,1,12,2,1
58210,1,21,4,2,4,1,2,1,2,0
58211,1,32,4,3,2,1,1,5,2,0
58212,1,37,2,2,4,2,1,4,2,1
58213,1,32,4,2,3,1,1,4,2,1
58214,2,37,4,5,1,1,1,6,4,0
58215,1,27,5,3,2,1,1,8,2,1
58216,2,22,5,2,4,1,1,10,2,1
58217,2,32,2,2,6,1,2,11,2,0
58218,1,18,6,2,3,1,1,11,2,0
58219,2,37,6,7,2,1,1,5,3,0
58220,1,59,3,4,4,1,1,2,1,1
58221,1,32,4,2,3,2,1,4,2,0
58222,2,18,4,3,2,1,1,10,2,1
58223,2,22,6,2,5,1,1,3,2,0
58224,2,27,4,3,2,1,1,3,2,1
58225,2,32,6,2,4,1,1,3,2,1
58226,1,27,5,2,4,1,1,3,2,0
58227,1,59,4,4,5,1,3,1,1,1
58228,2,16,3,1,2,1,1,4,1,1
58229,1,21,4,2,3,1,1,7,2,1
58230,2,21,4,6,4,1,1,6,1,1
58231,2,27,4,2,4,1,1,3,2,1
58232,1,27,3,2,3,1,1,6,2,0
58233,2,32,3,2,3,1,1,2,2,1
58234,1,27,4,2,4,1,1,2,2,0
58235,1,22,6,2,4,1,1,1,2,0
58236,1,32,6,2,4,1,1,4,2,1
58237,1,37,3,3,2,1,1,4,2,1
58238,2,27,4,2,4,1,1,3,2,1
58239,2,21,4,2,5,1,1,2,2,0
58240,1,21,6,2,3,1,1,2,2,0
58241,2,37,4,2,4,1,1,3,2,0
58242,2,16,5,1,2,1,1,2,1,1
58243,1,16,4,4,4,1,3,9,1,1
58244,1,37,4,7,3,1,1,1,4,1
58245,1,42,6,5,1,1,1,2,1,0
58246,2,16,3,4,4,1,3,9,1,1
58247,2,27,4,7,3,1,1,8,4,1
58248,2,16,3,1,2,1,1,1,1,1
58249,1,16,6,5,1,1,1,2,1,0
58250,1,37,3,2,5,1,2,11,2,0
58251,2,18,3,3,2,1,2,8,2,1
58252,1,22,4,2,4,1,1,12,2,0
58253,2,32,2,3,2,1,1,2,2,1
58254,2,22,6,2,4,1,1,3,2,0
58255,1,47,3,2,6,1,2,11,2,0
58256,1,22,6,2,3,2,1,3,2,0
58257,1,32,4,2,3,1,1,10,2,0
58258,1,27,6,2,5,1,2,3,2,0
58259,2,22,3,2,4,1,1,8,2,1
58260,2,27,3,7,2,1,1,9,4,1
58261,1,42,4,3,2,1,1,4,2,1
58262,1,22,3,2,4,1,1,2,2,0
58263,2,59,3,4,4,1,1,2,1,1
58264,1,21,3,4,4,1,1,9,1,1
58265,2,21,3,2,3,1,1,1,2,1
58266,2,32,6,2,4,1,1,5,2,0
58267,1,37,6,2,3,1,1,5,2,0
58268,2,18,5,2,3,1,1,1,2,1
58269,2,22,3,2,4,1,1,2,2,1
58270,2,22,4,2,5,1,1,6,2,1
58271,2,16,3,4,6,1,1,8,1,1
58272,1,22,4,2,6,1,1,1,2,1
58273,2,42,6,7,3,1,1,2,4,1
58274,2,22,4,1,2,1,1,9,1,1
58275,1,27,4,2,4,1,1,4,2,0
58276,1,21,4,2,5,1,1,1,2,1
58277,1,37,6,2,5,1,1,3,2,0
58278,2,16,4,2,3,2,1,8,2,1
58279,2,32,3,2,3,1,1,5,2,1
58280,2,16,3,6,3,1,1,9,1,1
58281,1,32,6,3,2,1,1,5,2,0
58282,2,42,4,3,2,1,1,2,2,1
58283,1,18,3,5,1,1,1,2,1,1
58284,1,27,3,2,6,1,1,1,2,1
58285,1,32,6,5,1,1,1,5,1,0
58286,2,18,4,2,3,1,1,3,2,0
58287,1,37,5,3,2,1,1,6,2,0
58288,2,27,6,1,2,1,2,2,1,0
58289,2,18,3,6,3,1,1,1,1,1
58290,1,22,3,2,4,1,1,1,2,1
58291,2,27,6,3,2,1,1,5,2,0
58292,2,42,4,5,1,1,1,4,2,1
58293,1,27,3,5,1,1,1,10,1,1
58294,1,32,4,2,5,1,1,4,2,0
58295,1,59,3,4,4,1,3,1,1,1
58296,1,27,6,2,5,1,2,2,2,0
58297,1,32,6,2,3,1,1,5,2,0
58298,1,16,4,5,1,1,1,10,1,0
58299,2,32,3,2,3,1,1,2,2,1
58300,1,27,6,6,4,1,1,2,1,0
58301,1,21,6,2,3,1,1,7,2,0
58302,1,21,4,3,2,1,1,1,2,0
58303,2,18,4,1,2,1,1,1,1,1
58304,1,18,6,1,2,1,1,1,1,0
58305,1,21,2,4,3,1,1,1,1,1
58306,1,59,4,4,4,1,3,4,1,1
58307,1,27,4,2,4,1,1,6,2,1
58308,2,18,4,1,2,1,1,1,1,1
58309,2,16,4,3,2,3,1,3,2,1
58310,2,16,4,4,4,1,1,7,1,1
58311,1,22,4,6,4,1,1,8,4,0
58312,1,27,2,2,3,1,1,2,2,1
58313,2,37,6,2,3,2,1,5,2,0
58314,2,42,3,3,2,1,1,3,2,1
58315,2,16,4,4,3,1,1,12,1,1
